state,scenario,year,hydro,gas_ct,gas_cc,coal,nuclear,geothermal,biomass,rooftop_pv,utility_pv,csp,onshore_wind,offshore_wind,storage,interruptible_load
Idaho,25,2026,2515.60,252.28,249.73,0.00,0.00,19.60,11.57,13.56,0.00,0.00,761.00,0.00,327.44,163.63
Illinois,25,2026,38.30,10053.34,2785.92,13339.20,11388.00,0.00,250.34,177.28,0.00,0.00,18464.25,0.00,0.00,671.62
Indiana,25,2026,234.33,13797.36,2356.77,7019.79,0.00,0.00,227.34,141.57,0.00,0.00,16736.92,0.00,131.93,695.66
Iowa,25,2026,604.02,462.92,1053.37,4344.29,580.60,0.00,45.28,364.36,0.00,0.00,15214.71,0.00,1590.35,283.40
Kansas,25,2026,2.60,1191.95,0.00,4980.27,1166.00,0.00,269.53,402.37,835.30,0.00,19584.85,0.00,24.47,401.54
Kentucky,25,2026,777.40,7076.04,240.51,12633.63,0.00,0.00,250.61,21.65,0.00,0.00,11.70,0.00,3.32,405.76
Louisiana,25,2026,192.00,2673.82,4624.18,3273.00,2124.00,0.00,608.53,666.20,0.00,0.00,0.00,0.00,3480.00,424.58
Maine,25,2026,722.00,316.09,1250.01,15.91,0.00,0.00,280.90,115.03,0.00,0.00,314.40,0.00,54.44,96.51
Maryland,25,2026,526.80,2969.78,1476.40,4846.51,1735.00,0.00,173.71,180.37,0.00,0.00,3636.20,450.00,0.00,203.56
Massachusetts,25,2026,269.50,1224.50,3900.43,299.77,684.70,0.00,511.27,208.41,4.76,0.00,196.60,1526.92,1540.00,298.87
Michigan,25,2026,374.10,13271.25,3268.92,11360.72,3982.00,0.00,302.28,102.14,0.00,0.00,28809.23,0.00,5130.14,937.05
Minnesota,25,2026,185.60,1631.57,384.65,2877.90,1617.00,0.00,279.65,49.01,0.00,0.00,15009.08,0.00,1.63,496.46
Mississippi,25,2026,0.00,3929.40,5847.60,1735.11,1266.00,0.00,164.44,21.25,0.00,0.00,0.00,0.00,145.61,225.72
Missouri,25,2026,499.20,6159.77,1614.72,8474.85,1190.00,0.00,121.36,197.11,0.00,0.00,2137.87,0.00,820.40,823.72
Montana,25,2026,2512.30,56.63,0.00,910.24,0.00,0.00,0.00,113.33,0.00,0.00,5182.96,0.00,19.77,95.45
Nebraska,25,2026,194.30,624.92,406.90,3174.25,1238.34,0.00,27.96,86.47,0.00,0.00,5995.22,0.00,1170.52,190.29
Nevada,25,2026,1047.00,467.16,2368.90,1500.68,0.00,4094.61,26.57,1308.88,581.65,248.84,2760.70,0.00,6.29,282.63
New Hampshire,25,2026,445.40,110.87,1322.00,1.00,1220.10,0.00,191.19,22.09,5.49,0.00,37.80,0.00,0.00,88.61
New Jersey,25,2026,13.20,5027.32,1777.43,1948.28,3984.00,0.00,327.62,359.58,0.00,0.00,496.70,1386.00,453.00,778.29
New Mexico,25,2026,78.70,715.18,208.08,3937.28,0.00,1265.39,33.98,408.16,1112.54,405.59,7976.18,0.00,6.51,280.71
New York,25,2026,4652.70,16039.07,6093.75,3425.13,5150.20,0.00,987.56,1433.89,0.00,0.00,9548.43,450.00,2484.14,801.21
North Carolina,25,2026,1827.50,3713.41,541.17,10276.74,4938.00,0.00,619.54,389.92,0.00,0.00,3272.00,0.00,315.00,621.74
North Dakota,25,2026,614.00,13.35,0.00,1532.42,0.00,0.00,73.05,4.32,0.00,0.00,6612.89,0.00,1810.19,89.16
Ohio,25,2026,128.40,4630.21,2717.38,21843.98,2108.00,0.00,330.32,18.04,0.00,0.00,3322.51,0.00,0.00,913.14
Oklahoma,25,2026,789.50,1262.11,5235.37,4930.57,0.00,0.00,372.82,341.39,339.77,0.00,12475.08,0.00,1386.12,543.01
Oregon,25,2026,8240.00,133.80,1425.12,585.00,0.00,1179.34,53.41,409.97,0.00,0.00,4846.87,0.00,1001.51,298.23
Pennsylvania,25,2026,774.90,4965.53,13616.22,18034.98,9195.00,0.00,752.73,529.94,0.00,0.00,5393.35,0.00,1288.73,1211.85
Rhode Island,25,2026,4.30,0.00,2137.74,0.00,0.00,0.00,45.44,172.15,1153.16,0.00,15.30,125.57,0.00,61.38
South Carolina,25,2026,1363.00,2183.94,1935.33,5534.70,6472.00,0.00,593.36,39.77,0.00,0.00,1150.30,0.00,2376.97,751.32
South Dakota,25,2026,1730.40,260.17,0.00,60.25,0.00,0.00,0.76,40.30,0.00,0.00,6322.22,0.00,1581.58,74.01
Tennessee,25,2026,2418.00,10361.37,0.00,5241.50,3398.00,0.00,708.26,15.87,0.00,0.00,83.70,0.00,2602.49,721.04
Texas,25,2026,672.20,26513.14,34387.78,19286.68,4860.00,0.00,914.42,1783.76,14230.90,0.00,20858.83,0.00,924.33,3690.56
Utah,25,2026,262.40,566.79,402.40,4700.47,0.00,1313.34,36.92,59.48,0.00,0.00,1037.87,0.00,637.28,243.75
Vermont,25,2026,305.60,18.71,0.00,0.00,506.00,0.00,72.00,19.31,0.00,0.00,6.70,0.00,32.46,30.01
Virginia,25,2026,740.60,10437.28,4309.77,2459.13,3432.00,0.00,439.36,97.91,0.00,0.00,3336.16,0.00,3443.09,1013.39
Washington,25,2026,20797.20,231.67,1325.13,1295.41,1131.00,0.00,284.94,2089.74,0.00,0.00,8416.41,0.00,1757.20,283.92
West Virginia,25,2026,324.60,1288.50,0.00,14261.42,0.00,0.00,304.58,3.65,0.00,0.00,2505.30,0.00,183.96,121.04
Wisconsin,25,2026,540.35,1942.28,1749.58,2199.31,1582.00,0.00,180.28,185.36,0.00,0.00,5663.20,0.00,0.00,350.93
Wyoming,25,2026,298.80,113.00,0.00,1440.60,0.00,0.00,25.64,44.20,0.00,0.00,8851.04,0.00,1470.81,60.98
Alabama,25,2028,3279.90,1048.54,7550.30,10839.48,5008.00,0.00,1492.80,16.37,0.00,0.00,2.90,0.00,124.56,773.30
Arizona,25,2028,4012.20,619.20,8810.70,3431.31,3875.00,0.00,70.09,4575.04,2982.65,4724.10,4722.01,0.00,221.89,844.39
Arkansas,25,2028,1308.80,225.34,3976.00,577.25,1834.00,0.00,148.62,28.96,864.00,0.00,971.48,0.00,403.67,358.64
California,25,2028,10032.30,2686.68,10098.30,194.89,4324.00,15931.89,734.08,12623.01,9301.34,3254.73,8737.55,0.00,8467.32,2466.05
Colorado,25,2028,643.20,1597.04,1631.50,3866.87,0.00,0.00,145.84,2588.09,0.00,250.00,4345.58,0.00,1972.73,353.64
Connecticut,25,2028,118.50,357.60,2300.06,221.09,2037.10,0.00,370.46,438.51,555.90,0.00,0.00,0.00,31.00,313.69
Delaware,25,2028,0.00,314.42,545.00,1054.53,0.00,0.00,1.47,221.24,0.00,0.00,190.30,621.80,0.00,36.87
Florida,25,2028,55.70,18246.42,28721.02,9238.65,3902.00,0.00,1998.63,1333.09,18467.14,0.00,0.00,0.00,962.04,3493.04
Georgia,25,2028,1932.20,5964.54,12220.76,12016.56,4060.00,0.00,1406.73,93.88,2108.16,0.00,59.30,0.00,1854.60,1152.36
Idaho,25,2028,2515.60,240.25,248.00,0.00,0.00,19.60,11.57,13.91,0.00,0.00,761.00,0.00,469.87,171.83
Illinois,25,2028,38.30,11351.76,2770.00,12779.51,11388.00,0.00,289.08,196.29,0.00,0.00,19287.98,0.00,0.00,665.30
Indiana,25,2028,234.33,13651.57,2345.60,5931.68,0.00,0.00,743.28,182.11,0.00,0.00,16736.92,0.00,274.79,687.28
Iowa,25,2028,604.02,253.97,1046.50,3894.73,580.60,0.00,96.86,401.31,0.00,0.00,15311.71,0.00,2122.92,280.98
Kansas,25,2028,2.60,947.34,0.00,4783.01,1166.00,0.00,360.82,444.24,1175.02,0.00,19584.85,0.00,42.54,334.58
Kentucky,25,2028,777.40,7012.98,240.51,12014.25,0.00,0.00,829.11,27.72,0.00,0.00,11.70,0.00,6.45,421.19
Louisiana,25,2028,192.00,1647.60,4567.10,3273.00,2124.00,0.00,608.53,690.72,145.08,0.00,0.00,0.00,3480.00,586.73
Maine,25,2028,722.00,182.38,1250.01,15.91,0.00,0.00,280.90,141.19,0.00,0.00,314.40,0.00,97.99,95.77
Maryland,25,2028,526.80,1215.73,1457.23,4846.51,1735.00,0.00,173.71,258.38,0.00,0.00,3681.10,1049.80,0.00,201.99
Massachusetts,25,2028,269.50,3245.76,3806.92,299.77,684.70,0.00,530.28,262.92,4.76,0.00,196.60,1568.49,1540.00,385.85
Michigan,25,2028,374.10,13843.11,3099.77,10656.58,3982.00,0.00,302.28,160.70,0.00,0.00,29738.63,0.00,5278.80,940.10
Minnesota,25,2028,185.60,1449.81,350.00,1516.09,1617.00,0.00,289.94,59.48,0.00,0.00,17485.83,0.00,1.63,492.46
Mississippi,25,2028,0.00,3452.76,5844.10,1735.11,1266.00,0.00,1032.61,22.93,864.00,0.00,0.00,0.00,231.90,319.70
Missouri,25,2028,499.20,5907.97,1590.14,7879.11,1190.00,0.00,335.48,235.14,0.00,0.00,2138.07,0.00,820.76,802.96
Montana,25,2028,2512.30,44.42,0.00,397.04,0.00,0.00,0.73,115.65,0.00,0.00,5539.17,0.00,20.64,95.36
Nebraska,25,2028,194.30,544.76,406.90,3154.41,1238.34,0.00,47.80,108.77,0.00,0.00,6592.42,0.00,1531.66,188.66
Nevada,25,2028,1047.00,329.41,2294.40,1157.81,0.00,4094.61,26.57,1447.89,581.65,743.72,2760.70,0.00,6.29,284.03
New Hampshire,25,2028,445.40,27.06,1322.00,0.47,1220.10,0.00,191.19,26.03,5.49,0.00,37.80,0.00,0.00,88.00
New Jersey,25,2028,13.20,4294.22,1517.79,1948.28,3984.00,0.00,327.62,439.52,0.00,0.00,496.70,2920.90,453.00,771.76
New Mexico,25,2028,78.70,640.02,206.00,3930.95,0.00,1265.39,40.30,445.50,1112.54,1027.78,7976.18,0.00,682.21,281.91
New York,25,2028,4652.70,14679.16,5788.61,3425.13,5150.20,0.00,987.56,1879.33,0.00,0.00,9548.43,461.05,2484.14,769.11
North Carolina,25,2028,1827.50,3509.89,512.00,10197.96,4938.00,0.00,896.49,504.22,0.00,0.00,3272.00,0.00,315.00,815.95
North Dakota,25,2028,614.00,3.30,0.00,837.95,0.00,0.00,73.05,5.82,0.00,0.00,6982.29,0.00,2565.74,88.36
Ohio,25,2028,128.40,4435.12,2717.38,20961.84,2108.00,0.00,1212.46,24.01,0.00,0.00,3322.51,0.00,3.24,746.30
Oklahoma,25,2028,789.50,697.13,5155.10,4842.81,0.00,0.00,460.58,419.80,339.77,0.00,12666.55,0.00,1645.77,536.31
Oregon,25,2028,8240.00,133.80,1329.00,436.44,0.00,1179.34,53.41,417.92,0.00,0.00,4863.77,0.00,1001.51,305.74
Pennsylvania,25,2028,774.90,3062.04,13570.53,17913.06,9195.00,0.00,874.65,634.81,0.00,0.00,5393.35,0.00,1288.73,1103.28
Rhode Island,25,2028,4.30,0.00,2060.56,0.00,0.00,0.00,45.44,194.27,1216.43,0.00,15.30,143.76,0.00,60.84
South Carolina,25,2028,1363.00,2026.57,1924.00,5534.70,6472.00,0.00,708.00,44.21,864.00,0.00,1150.30,0.00,2376.97,559.92
South Dakota,25,2028,1730.40,202.51,0.00,31.34,0.00,0.00,1.01,55.95,0.00,0.00,6512.18,0.00,2193.01,74.72
Tennessee,25,2028,2418.00,10231.71,0.00,5154.04,3398.00,0.00,719.30,22.11,0.00,0.00,127.90,0.00,2954.11,756.79
Texas,25,2028,672.20,16758.84,34074.19,18305.35,4860.00,0.00,1895.75,2433.92,20828.23,6.43,20950.81,0.00,4320.63,3606.53
Utah,25,2028,262.40,565.58,402.40,4689.03,0.00,1313.34,48.36,95.25,0.00,65.59,1037.87,0.00,923.17,243.81
Vermont,25,2028,305.60,4.92,0.00,0.00,506.00,0.00,72.00,22.93,0.00,0.00,8.98,0.00,44.23,29.77
Virginia,25,2028,740.60,11047.59,4154.43,2368.41,3432.00,0.00,439.36,138.45,0.00,0.00,3336.16,0.00,3538.86,927.14
Washington,25,2028,20797.20,180.99,1247.40,804.57,1131.00,0.00,284.94,2133.28,0.00,0.00,8420.01,0.00,1757.20,365.30
West Virginia,25,2028,324.60,1288.50,0.00,14124.89,0.00,0.00,441.11,5.53,0.00,0.00,2505.30,0.00,229.14,119.53
Wisconsin,25,2028,540.35,3185.48,1728.50,1947.27,1582.00,0.00,230.46,193.01,0.00,0.00,5664.22,0.00,0.00,347.92
Wyoming,25,2028,298.80,113.00,0.00,1131.83,0.00,0.00,36.17,48.50,0.00,0.00,8851.04,0.00,1927.14,60.92
Alabama,25,2030,3279.90,978.68,7046.95,10839.48,5008.00,0.00,1492.80,29.78,0.00,0.00,2.90,0.00,127.43,768.59
Arizona,25,2030,4012.20,577.92,8223.32,2650.37,3875.00,0.00,70.09,4792.25,2982.65,8427.62,4722.01,0.00,221.89,849.52
Arkansas,25,2030,1308.80,215.14,3710.93,525.06,1834.00,0.00,859.12,33.72,864.00,0.00,971.48,0.00,403.67,378.27
California,25,2030,10032.30,2485.11,9425.08,145.40,4324.00,15931.89,734.08,13645.79,9301.34,5598.57,8737.55,0.00,8467.32,2476.42
Colorado,25,2030,643.20,1490.26,1522.73,3308.44,0.00,0.00,158.98,2660.41,0.00,813.04,4349.78,0.00,1972.73,356.03
Connecticut,25,2030,118.50,177.33,2146.72,185.71,2037.10,0.00,370.46,535.20,555.90,0.00,0.00,0.00,31.00,310.95
Delaware,25,2030,0.00,303.54,508.67,1054.53,0.00,0.00,3.47,236.63,0.00,0.00,190.30,621.80,0.00,36.53
Florida,25,2030,55.70,22397.52,26806.28,9238.65,3902.00,0.00,2017.19,1948.97,21230.13,130.06,0.00,0.00,1132.05,3145.20
Georgia,25,2030,1932.20,5548.04,11406.04,12016.56,4060.00,0.00,1406.73,143.25,3899.75,0.00,59.30,0.00,1854.60,1146.56
Idaho,25,2030,2515.60,224.24,231.47,0.00,0.00,19.60,11.57,14.56,0.00,0.00,761.00,0.00,474.90,163.49
Illinois,25,2030,38.30,12753.95,2585.33,12580.26,10521.00,0.00,289.08,210.23,0.00,0.00,21485.85,0.00,28.86,657.62
Indiana,25,2030,234.33,13937.32,2189.23,5169.58,0.00,0.00,841.78,218.02,0.00,0.00,16736.92,0.00,419.00,677.39
Iowa,25,2030,604.02,238.28,976.73,2704.35,580.60,0.00,117.38,422.90,0.00,0.00,15376.60,0.00,2200.00,277.69
Kansas,25,2030,2.60,773.24,0.00,3794.92,1166.00,0.00,423.23,469.83,1175.02,0.00,19584.85,0.00,56.50,332.86
Kentucky,25,2030,943.03,6545.62,224.48,11431.09,0.00,0.00,1481.99,33.65,295.64,0.00,11.70,0.00,9.59,416.19
Louisiana,25,2030,192.00,1574.82,4262.63,3273.00,2124.00,0.00,738.54,697.95,145.08,0.00,0.00,0.00,3480.00,585.12
Maine,25,2030,722.00,166.40,1166.68,15.91,0.00,0.00,280.90,166.67,0.00,0.00,314.40,0.00,148.63,48.80
Maryland,25,2030,526.80,1166.71,1360.09,4846.51,1735.00,0.00,254.98,351.44,864.00,0.00,3681.10,1049.80,0.00,200.26
Massachusetts,25,2030,269.50,4109.58,3553.13,286.80,684.70,0.00,530.28,335.12,4.76,0.00,196.60,1979.65,1540.00,419.61
Michigan,25,2030,374.10,13618.75,2893.12,10080.14,3982.00,0.00,455.93,237.89,0.00,0.00,29738.63,0.00,5291.58,937.43
Minnesota,25,2030,185.60,1354.01,326.67,691.35,1617.00,0.00,394.89,80.67,0.00,0.00,19262.62,0.00,166.98,487.00
Mississippi,25,2030,0.00,3232.41,5454.49,1663.30,1266.00,0.00,1032.61,25.29,2003.15,0.00,0.00,0.00,289.06,318.25
Missouri,25,2030,499.20,5509.90,1484.13,7525.05,1190.00,0.00,407.11,286.14,0.00,0.00,2138.07,0.00,1117.89,818.47
Montana,25,2030,2512.30,41.53,0.00,296.23,0.00,0.00,1.76,118.05,0.00,0.00,5539.17,0.00,28.91,95.22
Nebraska,25,2030,194.30,509.00,379.77,2415.78,1238.34,0.00,143.08,134.92,0.00,0.00,7334.50,0.00,1960.03,186.44
Nevada,25,2030,1047.00,280.00,2141.44,902.02,0.00,4094.61,26.57,1590.83,581.65,1580.62,2760.70,0.00,6.29,285.39
New Hampshire,25,2030,445.40,26.96,1233.87,0.22,1220.10,0.00,191.19,31.83,5.49,0.00,37.80,0.00,0.00,44.88
New Jersey,25,2030,13.20,3819.45,1416.60,1948.28,3365.00,0.00,335.26,537.82,0.00,0.00,496.70,5131.17,453.00,764.54
New Mexico,25,2030,78.70,552.53,192.27,2803.48,0.00,1265.39,40.30,473.07,1112.54,2047.34,7976.18,0.00,682.21,282.91
New York,25,2030,4751.64,15764.49,5402.70,3425.13,2896.80,0.00,987.56,2366.49,0.00,0.00,9548.43,1044.25,2484.14,868.94
North Carolina,25,2030,1827.50,3276.56,477.87,10014.21,4938.00,0.00,896.49,626.44,0.00,0.00,3272.00,774.84,315.00,1038.54
North Dakota,25,2030,614.00,3.17,0.00,610.49,0.00,0.00,91.10,8.33,0.00,0.00,7503.89,0.00,3306.79,87.27
Ohio,25,2030,128.40,4140.74,2536.22,20901.31,2108.00,0.00,1272.99,31.89,0.00,0.00,3322.51,0.00,3.24,889.68
Oklahoma,25,2030,789.50,583.16,4811.43,4726.96,0.00,0.00,576.43,485.18,339.77,132.52,14063.19,0.00,1914.75,533.39
Oregon,25,2030,8240.00,124.88,1240.40,305.46,0.00,1179.34,73.55,422.13,0.00,0.00,5199.97,0.00,1001.51,305.66
Pennsylvania,25,2030,774.90,2853.69,12665.82,17660.93,9195.00,0.00,1171.77,755.65,0.00,0.00,5393.35,0.00,1288.73,1098.11
Rhode Island,25,2030,4.30,0.00,1923.19,0.00,0.00,0.00,45.44,215.66,1216.43,0.00,15.30,147.62,0.00,117.36
South Carolina,25,2030,1363.00,1892.34,1795.73,5534.70,6472.00,0.00,975.72,51.85,1728.00,0.00,1150.30,0.00,2376.97,583.47
South Dakota,25,2030,1730.40,189.28,0.00,20.18,0.00,0.00,28.15,72.54,0.00,0.00,6512.18,0.00,2244.48,82.01
Tennessee,25,2030,2418.00,9549.67,0.00,5154.04,3398.00,0.00,719.30,31.14,197.82,0.00,136.30,0.00,3303.17,766.03
Texas,25,2030,672.20,14937.40,31802.58,17722.84,4860.00,0.00,2478.26,3313.46,23915.91,543.67,21147.67,0.00,4347.61,3923.78
Utah,25,2030,262.40,527.90,375.57,4115.93,0.00,1313.34,48.36,151.19,0.00,115.89,1037.87,0.00,1082.28,243.88
Vermont,25,2030,305.60,4.72,0.00,0.00,506.00,0.00,72.00,27.77,0.00,0.00,11.10,0.00,58.65,29.51
Virginia,25,2030,740.60,10576.60,3877.47,2334.02,3432.00,0.00,739.46,195.63,0.00,0.00,3412.26,288.00,3655.99,991.47
Washington,25,2030,20797.20,168.98,1164.24,757.95,1131.00,0.00,284.94,2169.84,0.00,0.00,8676.52,0.00,1757.20,363.31
West Virginia,25,2030,324.60,1202.60,0.00,13730.04,0.00,0.00,835.96,8.32,0.00,0.00,2505.30,0.00,232.64,117.75
Wisconsin,25,2030,540.35,3882.51,1613.27,1593.39,1070.00,0.00,272.19,204.70,0.00,0.00,5664.22,0.00,6.99,344.21
Wyoming,25,2030,298.80,105.47,0.00,906.01,0.00,0.00,38.29,54.29,0.00,0.00,8851.04,0.00,2096.63,60.84
Alabama,25,2032,3279.90,913.48,6577.15,10839.48,5008.00,0.00,1492.80,50.46,0.00,0.00,2.90,0.00,624.43,824.09
Arizona,25,2032,4012.20,539.39,7675.10,1823.19,3875.00,0.00,70.09,5044.79,2982.65,13774.45,4726.01,0.00,221.89,922.27
Arkansas,25,2032,1308.80,205.62,3463.54,472.29,1834.00,0.00,859.75,38.35,864.00,0.00,971.48,0.00,403.67,405.85
California,25,2032,10032.30,2319.44,8796.74,108.47,4324.00,15931.89,734.08,14688.71,9301.34,8028.67,8737.55,0.00,8467.32,2544.31
Colorado,25,2032,643.20,1386.18,1421.22,2289.20,0.00,0.00,158.98,2725.52,0.00,1713.98,5067.68,0.00,1972.73,391.25
Connecticut,25,2032,118.50,165.51,2003.61,185.71,2037.10,0.00,370.46,644.72,555.90,0.00,0.00,0.00,31.00,317.98
Delaware,25,2032,0.00,293.37,474.76,1054.53,0.00,0.00,3.47,257.38,0.00,0.00,190.30,621.80,0.00,38.54
Florida,25,2032,55.70,24936.69,25019.20,9238.65,3209.00,0.00,2017.19,2617.96,21917.93,422.69,0.00,0.00,1420.05,3480.14
Georgia,25,2032,1932.20,5181.35,10645.64,12016.56,4060.00,0.00,1872.00,226.64,3899.75,0.00,59.30,0.00,1854.60,1230.71
Idaho,25,2032,2515.60,209.30,216.04,0.00,0.00,19.60,11.57,15.81,0.00,0.00,780.00,0.00,570.79,176.23
Illinois,25,2032,638.11,11902.27,2412.98,12512.45,7920.00,0.00,363.09,229.64,0.00,0.00,22560.22,0.00,39.46,686.14
Indiana,25,2032,473.19,15602.23,2043.28,5092.33,0.00,0.00,841.78,248.76,0.00,0.00,17550.19,0.00,563.51,706.19
Iowa,25,2032,649.36,223.59,911.62,2118.16,580.60,0.00,122.21,449.32,0.00,0.00,15609.21,0.00,2200.00,291.10
Kansas,25,2032,2.60,720.08,0.00,3300.09,1166.00,0.00,423.23,500.69,1175.02,0.00,19584.85,0.00,56.50,357.53
Kentucky,25,2032,943.03,6271.08,209.51,11425.21,0.00,0.00,1481.99,40.56,295.64,0.00,11.70,0.00,14.21,430.24
Louisiana,25,2032,192.00,950.73,3978.45,3273.00,2124.00,0.00,738.54,720.58,145.08,0.00,0.00,0.00,3480.00,563.01
Maine,25,2032,722.00,158.31,1088.90,15.91,0.00,0.00,283.18,192.61,0.00,0.00,314.40,0.00,200.60,97.21
Maryland,25,2032,526.80,1122.04,1269.41,4846.51,1735.00,0.00,254.98,445.66,864.00,0.00,3681.10,1049.80,0.00,211.27
Massachusetts,25,2032,269.50,5217.93,3316.25,286.80,0.00,0.00,530.28,427.36,4.76,0.00,196.60,2132.79,1540.00,509.17
Michigan,25,2032,374.10,14775.16,2700.25,9362.29,3204.00,0.00,566.75,323.49,0.00,0.00,29738.63,0.00,5306.75,939.85
Minnesota,25,2032,185.60,1264.57,304.89,532.57,1045.00,0.00,394.89,119.36,0.00,0.00,20612.04,0.00,166.98,510.89
Mississippi,25,2032,0.00,2873.68,5090.86,1546.70,1266.00,0.00,1032.61,29.90,2003.15,0.00,0.00,0.00,372.88,358.19
Missouri,25,2032,499.20,5144.08,1385.19,7417.90,1190.00,0.00,500.43,364.02,0.00,0.00,2194.09,0.00,1455.06,860.62
Montana,25,2032,2512.30,38.83,0.00,223.54,0.00,0.00,2.93,123.22,0.00,0.00,5557.75,0.00,29.44,102.41
Nebraska,25,2032,194.30,475.60,354.46,1772.48,1238.34,0.00,143.08,166.09,0.00,0.00,7334.50,0.00,2322.54,194.77
Nevada,25,2032,1047.00,261.33,1998.68,628.36,0.00,4094.61,19.72,1742.87,581.65,2437.87,2885.40,0.00,6.29,204.00
New Hampshire,25,2032,445.40,26.86,1151.61,0.22,1220.10,0.00,221.27,38.58,5.49,0.00,37.80,0.00,0.00,89.51
New Jersey,25,2032,13.20,3564.82,1322.16,1948.28,3365.00,0.00,335.26,654.01,0.00,0.00,496.70,9005.73,453.00,806.26
New Mexico,25,2032,78.70,515.70,179.45,1998.25,0.00,1265.39,59.11,509.10,1112.54,3659.05,8291.78,0.00,682.21,309.45
New York,25,2032,4751.64,16137.32,5042.52,3425.13,2896.80,0.00,1108.00,2880.00,0.00,0.00,9548.43,1357.00,2560.00,788.74
North Carolina,25,2032,1827.50,3058.76,446.01,9650.54,4938.00,0.00,896.49,743.50,0.00,0.00,3272.00,1946.61,315.00,1115.03
North Dakota,25,2032,614.00,3.04,0.00,520.13,0.00,0.00,100.19,12.22,0.00,0.00,7503.89,0.00,3693.08,91.43
Ohio,25,2032,128.40,3859.97,2367.14,20901.31,2108.00,0.00,1272.99,42.58,0.00,0.00,4448.29,0.00,3.24,927.74
Oklahoma,25,2032,789.50,422.22,4490.66,4583.76,0.00,0.00,993.78,540.75,339.77,160.85,14175.90,0.00,2242.23,572.78
Oregon,25,2032,8240.00,116.55,1157.71,242.28,0.00,1179.34,88.14,430.69,0.00,0.00,6176.13,0.00,1001.51,329.54
Pennsylvania,25,2032,845.70,2704.06,11821.44,17660.93,9195.00,0.00,1171.77,889.01,0.00,0.00,5393.35,0.00,1307.43,1149.54
Rhode Island,25,2032,4.30,0.00,1794.98,0.00,0.00,0.00,45.44,242.88,1216.43,0.00,15.30,372.66,0.00,119.96
South Carolina,25,2032,1363.00,1761.38,1676.02,5534.70,5762.00,0.00,975.72,63.43,1728.00,0.00,1150.30,0.00,2376.97,905.29
South Dakota,25,2032,1730.40,176.92,0.00,12.57,0.00,0.00,28.15,88.20,0.00,0.00,6512.18,0.00,2244.48,83.65
Tennessee,25,2032,2418.00,8913.09,0.00,5154.04,3398.00,0.00,719.30,44.12,197.82,0.00,136.30,0.00,3510.00,877.85
Texas,25,2032,672.20,11558.52,29682.41,17399.88,4860.00,0.00,2561.50,4315.16,23916.50,1154.76,21152.95,0.00,7620.73,3909.85
Utah,25,2032,262.40,492.08,350.54,3116.29,0.00,1313.34,80.49,216.37,0.00,116.13,1037.87,0.00,1234.35,263.07
Vermont,25,2032,305.60,4.53,0.00,0.00,0.00,0.00,89.36,34.68,0.00,0.00,27.10,0.00,104.09,30.18
Virginia,25,2032,740.60,13308.20,3618.97,2320.99,2633.00,0.00,739.46,269.20,0.00,0.00,3412.26,937.44,3774.07,975.17
Washington,25,2032,20797.20,157.77,1086.62,563.12,1131.00,0.00,256.69,2216.76,0.00,0.00,9254.21,0.00,1757.20,353.43
West Virginia,25,2032,324.60,1122.43,0.00,13730.04,0.00,0.00,835.96,12.38,0.00,0.00,2515.52,0.00,236.38,122.69
Wisconsin,25,2032,540.35,3832.93,1505.72,1326.09,556.00,0.00,587.92,231.45,0.00,0.00,5665.10,0.00,8.27,359.65
Wyoming,25,2032,298.80,98.44,0.00,734.19,0.00,0.00,46.78,62.19,0.00,0.00,8851.04,0.00,2262.34,50.24
Alabama,25,2034,3279.90,851.62,6138.67,10839.48,3943.00,0.00,2325.14,67.43,0.00,0.00,2.90,0.00,899.21,879.09
Arizona,25,2034,4012.20,503.43,7163.43,959.53,3875.00,0.00,53.89,5113.99,2982.65,19432.74,4726.01,0.00,221.89,893.08
Arkansas,25,2034,1308.80,124.39,3232.64,452.46,998.00,0.00,859.75,40.90,864.00,0.00,971.48,0.00,403.67,433.21
California,25,2034,10032.30,2164.81,8210.29,62.44,4324.00,15931.89,734.08,15082.54,9301.34,11528.00,8737.55,0.00,8467.32,2477.68
Colorado,25,2034,643.20,1287.19,1326.47,1311.77,0.00,0.00,120.53,2741.09,0.00,3015.95,5527.71,0.00,1972.73,353.82
Connecticut,25,2034,118.50,154.48,1870.03,185.71,2037.10,0.00,370.46,726.07,555.90,0.00,0.00,0.00,31.00,324.92
Delaware,25,2034,0.00,163.73,443.11,1054.53,0.00,0.00,3.47,268.41,0.00,0.00,190.30,621.80,0.00,40.52
Florida,25,2034,55.70,25923.11,23351.25,9238.65,2516.00,0.00,2228.23,2897.77,22506.59,1081.12,0.00,0.00,1730.32,3739.01
Georgia,25,2034,1932.20,4795.88,9935.93,12016.56,4060.00,0.00,1872.00,256.58,3899.75,0.00,59.30,0.00,1854.60,1314.47
Idaho,25,2034,2515.60,195.19,201.63,0.00,0.00,19.60,11.57,17.43,0.00,0.00,780.00,0.00,676.13,137.62
Illinois,25,2034,638.11,13372.73,2252.11,12458.51,7920.00,0.00,363.09,242.31,0.00,0.00,22872.17,0.00,61.96,716.20
Indiana,25,2034,473.19,17378.58,1907.06,5044.09,0.00,0.00,841.78,253.76,0.00,0.00,18210.83,0.00,699.08,734.36
